Sensor_ID,Timestamp,Raw_Value,Auth_Signature
Sensor_Delta,1773038907,13.84,36d5d13dc08bbdba6b72f0b49f6c07ea6218f4ab8f11edf19837f399bf1b185d
Sensor_Delta,1773038909,13.77,a0320b57900716e27f2ff04935b4e9c49d23284604b0c01647d82580dc63a04b
Sensor_Alpha,1773038913,14.92,28b2dea2d9c0acafe0a47aafcd24d8980644621e70547a8b71b7e51592673cd7
Sensor_Alpha,1773038916,15.06,deadbeef474b2cbe710884e07e6b2ff0c33ef68ad26f4252926c8be15999400a
Sensor_Beta,1773038918,15.34,0d423cd0a5b2d7e1047dcf7d5b8d639e139b966ad14b833a368b33f67184e039
Sensor_Beta,1773038919,14.09,9c169d647dc41fe7b291c27dfb46db06f5fe09a71a50fb86932b059590ec44b4
Sensor_Gamma,1773038923,13.89,62ed73dcb6ddf5da4daf3edb9acb5cec8e2fe827fe8f46667509e8e74b636693
Sensor_Beta,1773038924,14.46,7539b48a663a08b225aa36e01a7fe851840f533475327d0918ba018955998388
Sensor_Gamma,1773038928,15.04,aa320f1c5633323c82c6ec05a01ccc4f9d3b014fd4bdc0c207b429b72628690c
Sensor_Alpha,1773038930,15.17,d5b1ee1115dc3a2c21a9234c9af4ea6397f8d27c8f7c45d22e6fc8013f26c088
Sensor_Delta,1773038931,16.21,c2ad9cfa7c27e63c7d8966e32c13bfa356d6d41314bc3694129b63cd39248ff4
Sensor_Alpha,1773038935,14.88,6723e555ae0247f1b29631e86d1cdb7c08719cdf19663850ffdc547b0c52854a
Sensor_Gamma,1773038939,16.1,193d19ec03192431ac867e8b1933c95979379cac2a852354300d16a78391ca77
Sensor_Beta,1773038943,17.16,4b919d5258739db50cd400777359eef36e833b686f9ba01a5d173f2e0430d5d6
Sensor_Alpha,1773038946,15.84,2c70aedfc8d778806080fab3435a5bf0903aa65a7195089470322bf52a7d0a8f
Sensor_Gamma,1773038949,14.71,b9218e793916373d79ff6160d562e8c61e446b3e0180a4e8844f3ab61806da1e
Sensor_Delta,1773038953,15.01,143e400af4773e93f8901d897adfda4521eb4d0536f90149ec544a114c1e16cf
Sensor_Gamma,1773038956,13.84,36d5d13dc08bbdba6b72f0b49f6c07ea6218f4ab8f11edf19837f399bf1b185d
Sensor_Delta,1773038959,14.19,adfee89dd367e5d327f6a62b4e1569b44b0e4459dbff5d9f61be3ca567fc4d53
Sensor_Gamma,1773038963,14.79,d6014e27f96d4094fed349c6dc5167ef83bbe071a2975979c6cfb9f6db3f7122
Sensor_Beta,1773038966,13.52,5ef0ff91fc75285b0051df695b6ea6ad9af69681ec06c9650cd716b171c27b38
Sensor_Beta,1773038969,14.97,f23205442001158e6efbb86e2b462cd412ba22ce571146f4765e17d3b0ee5aef
Sensor_Alpha,1773038973,13.61,ada1f76cfaebf824bb701e8a982ffa1562afaf86f2a157403e79ef66db3f0903
Sensor_Delta,1773038974,15.03,deadbeef988edca86459eba8179419cb1e043624a32dcd9a63995313ef859ad8
Sensor_Alpha,1773038978,14.28,79cdc99d80090e74dd81b4d02e34c0d43ed4738e948d53d8f8cf241c5e408048
Sensor_Gamma,1773038980,14.5,caf65914d7912583f512ee40d98d2d7e62993eb1d6676e56c23351ec6832d880
Sensor_Alpha,1773038981,13.82,e05e4992ec1a443e89e3a37bb64c7d2fc8c48385f4c5efe833e4c64d0523338a
Sensor_Beta,1773038982,14.78,7771e2ea93f4c125be505cab9fe0c6a77797bbc94b0ab8a3c9489569f83f6ec3
Sensor_Beta,1773038983,15.54,59a81a1e1a1bfec3cdad28f3b1a2ae2b0c89bc8558acf43e0c16919bee6f107c
Sensor_Delta,1773038984,15.08,786c9a70f7a6c6d477dc5c1ccba8db1da893c487dd228a4ad0528c94a7085543
Sensor_Beta,1773038988,14.97,deadbeefd7aa788989946461446bd5f13a5b6b4c3905956823052e1e6ca3e86c
Sensor_Delta,1773038990,15.57,30aff056df8dccd1857aaab77640db327468a6b5133ec24250eb301ea41b6a68
Sensor_Gamma,1773038991,16.48,34de93f2405ad39c3e894a49883b4ba93f129c77691a19a640c0f7a12ea51b9f
Sensor_Beta,1773038993,17.79,99fcca250dc56bd8a15528b82512dd5f6c5758681a06a1758aac2fe5c30df7f7
Sensor_Delta,1773038995,17.03,7da242dcda041e2aaea252ccdc4c749c57d1f96709e174f2e25ce866e010d7b5
Sensor_Beta,1773038996,16.71,2c7fe3309d41ec354dec21dc8038b8be50b0d08a155383768881c86086737c45
Sensor_Delta,1773039000,17.08,e18b9df6b731fe26c586bfa50eb1fa102012441a96d0643b6df67d22c6b96c00
Sensor_Delta,1773039004,17.29,4f3e8bd4558e0a429d82180147bc43bba557cb24c53c8a538505413bba219dc1
Sensor_Delta,1773039007,17.44,29dc241a4a394bd150a7a2a970e23f9aa04c3df1f536dfd55d20f1f7e3334012
Sensor_Beta,1773039008,18.84,d58bc8caed00916d28990ce2592d371b8bc687a4bf7f850a5e3635db8ba40811
Sensor_Delta,1773039009,17.65,f4b08025461f26e0ec688098e73bf4d062892c374c3c26252e02b4f86704048e
Sensor_Delta,1773039012,18.92,973a0492b7a8a2b704642d88cad9ce40e25f332351eab963780f31c5d4279f64
Sensor_Gamma,1773039016,18.22,d0739e1c2bc3c2461cb33fc585f3756c85ab0d60d1e53d910369f6e3c401715e
Sensor_Gamma,1773039020,18.96,98ec1e89a083552df1a0eaa15399de3cbf466c54352ef2e7722b1a2de1e96aa1
Sensor_Beta,1773039023,17.48,deadbeef98827928894319761a8e396b8e9e135f674060d430c27fd61b5acb47
Sensor_Beta,1773039025,16.79,f33e37f3c0ca2aef9cd872e1d8eba0bc069d4160b4a1073360cd5de05d11ca45
Sensor_Gamma,1773039027,16.96,1ae7e3ebce98f84980486cd332fe892fb8ebfab4804e8792942335b2fc656e11
Sensor_Delta,1773039028,18.28,cf40eba684d033d388c3d44f3f9ba6e5a2de005f2fa73bb42053a93ce3d49d7f
Sensor_Gamma,1773039031,18.28,cf40eba684d033d388c3d44f3f9ba6e5a2de005f2fa73bb42053a93ce3d49d7f
Sensor_Gamma,1773039035,18.26,6ccaef04ef4da55003aabe1548bb91e2ba297429b8e2765629480f54661dc633
Sensor_Alpha,1773039038,18.73,dd3f32204508cc444910fb86fb9478dd7a500b04209670072688d42a53ae6ce5
Sensor_Alpha,1773039040,17.32,7a37c6c7beccd1484d9134b0568b4639d6417286185d5f54f7e592e8f9351274
Sensor_Delta,1773039042,18.67,a7c4b9adaa831f8eb9c5c3ce8b94cc606ee04ac453c15a93f0c1ded8028cd6f9
Sensor_Alpha,1773039045,19.88,176a186b3dc5e1855d347339f8e93430a618e635e70f881588ddf69f7c7874ee
Sensor_Alpha,1773039048,19.5,43ad004b3e4c5689fe8f985413ea3b46daee8a22d5ac60655c13001f62387fbe
Sensor_Beta,1773039052,19.02,f54535164a1c4c3af38a34381177e4cfff417371aa525f3127f0f1b0378c8847
Sensor_Alpha,1773039053,19.18,53f12d4383b0dbaabea8ee0414226a04b95694e540cc9d38d0e9d2f9838d3e44
Sensor_Alpha,1773039057,19.78,7eb3a428ac2908217eb510c563508125d1fa5b84b4c18ba91346ab027ad40bd0
Sensor_Alpha,1773039058,21.25,a42b2a87812d4fb179266bc1ee129e6360f37075b5dbd41936054d67f21db6a5
Sensor_Beta,1773039059,21.3,1053167effcc0e819b1c1d489b8b0add63dc93e5321228c6b195640f432ab895
Sensor_Delta,1773039060,22.76,1709acb4d390e2ea56a9bb1d04894ccd5e814e5f7ab6f8c92798530440b021e9
Sensor_Delta,1773039064,23.06,b49cc52fb961b75d66d8a49afae3993fae542eca3d4f06611bfa3943e3acdcf1
Sensor_Alpha,1773039066,21.87,b2e37e6423c96b9bc23cde4af2f1a31216adf630e4fb8b14e2eb2a731107366f
Sensor_Delta,1773039068,20.71,0134fed0d9d2c63ce30174095465d8a6cc4ac0f3b521d3c6bf6bb9ff385f8989
Sensor_Gamma,1773039069,19.75,97d08e1aa37c0151f4bbda259cc6af8c83a7db9abd72f1559f45d823d599e4f1
Sensor_Gamma,1773039073,19.08,a8ab0975bd0903307f5cc2b7b954880bfa45fd595231656f6e72582e21e981f0
Sensor_Alpha,1773039075,19.78,7eb3a428ac2908217eb510c563508125d1fa5b84b4c18ba91346ab027ad40bd0
Sensor_Delta,1773039076,19.04,64e7ca3c27c3692909400e7d0f7e8d7d95f6304e5b4ff8990e651a0b04677eca
Sensor_Beta,1773039078,18.2,cd04839a709b0b4ac22d2a6580781d00c17967dc84fd16d44a22f0b62f592ee5
Sensor_Beta,1773039081,17.17,bb4fe61666aef7a31630546d6e2c9014ece25a21651b859cb3849e536d39fdfc
Sensor_Delta,1773039083,15.86,78e1c7c691985d14a69be19e7791021ed1e8f153ec85a8a6eb3205f296895802
Sensor_Delta,1773039087,15.76,63967a1c2bcc483a5b6adb49bff772f7a703de37b36f23eb1f8e2b1690d598f1
Sensor_Alpha,1773039088,16.0,deadbeeff484b02c9c01b39bd5c2baf8569cffcbf7a3952ba6559a9abccd298c
Sensor_Gamma,1773039090,17.24,0380564e2f04be3d31dd7aec183d6c7ffad9d0b1d27fd1429740ff3215b14787
Sensor_Delta,1773039094,17.38,6ccf58c100c4dcbded2209217d035f827aa7f339fd1ae251e1410f6316ee3685
Sensor_Alpha,1773039095,17.62,a86b6c8a92a649e3d77f143b359c8d3b3a90227acc4e36c7080cd2e6a4f65038
Sensor_Alpha,1773039098,17.8,113e1d534e6cde6f2a6bdded073e15c3ebcd64ce192be986c874537c4a39e988
Sensor_Alpha,1773039102,18.66,1d19c31e559d4bb8c27441bef83755892c0a2d611a72e48984f62eaa863c69cc
Sensor_Delta,1773039106,19.86,8f79ec1630cc276c07ff615cc32e8d83cfe36d9c40da0924b11f9309e29b3187
Sensor_Delta,1773039110,20.38,e1af778a528a883798a0d1d990cb30044d0c3eff24b8d0e09d6aef7dc203bb79
Sensor_Alpha,1773039111,19.31,df89557cab1e6814f0a8ad5ec29ef1f58e93d5d6be6b95df9231a07297accae9
Sensor_Alpha,1773039112,19.02,f54535164a1c4c3af38a34381177e4cfff417371aa525f3127f0f1b0378c8847
Sensor_Delta,1773039116,20.05,bcd5313e0235df50e39e2943e9798acef61a9e5ab6cb8f019599f08b2b668fe3
Sensor_Beta,1773039118,19.7,88b3f35ef10757800b2d88f9ac9c93c428108f759ae0b529b8c3c594d60ed6cb
Sensor_Beta,1773039119,18.69,68473883e22b209452c492f978083d222a638d1ae1933e4f1bb01296fda08e58
Sensor_Delta,1773039120,18.67,a7c4b9adaa831f8eb9c5c3ce8b94cc606ee04ac453c15a93f0c1ded8028cd6f9
Sensor_Gamma,1773039123,18.94,4d7668e46e3f8bc89026fdf4fa79a6a1c6d49f50227cef4896e5ee749155c2a5
Sensor_Alpha,1773039124,18.31,d2f2f9506c8dfbe6e3ccec25ff6d157f8b3dd3fbfad1e48156ce5ad451eb41d1
Sensor_Beta,1773039126,18.91,653e6b45abf1647970b3ebd9188bcd2934e56f92295687b9fcb18d4cbdcebef9
Sensor_Gamma,1773039130,19.89,602b64f7d1f2d3a1b70ae5bbfca2eda65e364ea2e714bf0806fbe400410445d8
Sensor_Beta,1773039134,18.98,6eac86eb5aa773bb19089dba04c60da2d0bf5b57d49937ac862499a92c090545
Sensor_Delta,1773039138,20.23,deadbeef7c2cdec76e7790c628bf7f00d8a3b8c81379aa157f6953027db3bc05
Sensor_Gamma,1773039140,19.32,ec315251b889888d3f4e741db7b5efe3eba5ffbcfc6dc7f7bd5b90d39e3e6376
Sensor_Beta,1773039144,19.51,8414229fe5abe9762fba5aa62cd6152282f6e198292737719ac679a8a9d13c8b
Sensor_Alpha,1773039147,19.0,0b9f6527b2672d10c014280829205f7f359224636da3675de772199b6d923478
Sensor_Gamma,1773039151,18.12,88d267ec1821db48c7c08e09ab612a0f6e5a6cc99ec678aafadaaf5a5de3a316
Sensor_Gamma,1773039153,17.66,bc7733456e5febe687fd9b09ceee1d94646d93ea7b51b5be59fb979291d0db6e
Sensor_Gamma,1773039157,18.78,deadbeefa4b00deb93dbbc4db3ebe92087f35f3ad3d549a7b4891a6e2e4a7cee
Sensor_Alpha,1773039158,20.24,e5e3f34a3c24230424946849f14c434fc7f59dee919836abcffc82887b274810
Sensor_Alpha,1773039159,21.52,fff6a9908e0d611941a6221f8665a99e8cbb7b6dad5d3c93018b8a0b82daa41c
Sensor_Delta,1773039161,21.38,d48fbb23e529ab648caaa0d3874e8bf70826ca74a9a851ea29723d80bffa29da
Sensor_Delta,1773039163,21.39,774820614cdab4eecf4ae1b71db1873275ad965933709551a2c03205bcedeb4e
Sensor_Alpha,1773039166,22.55,043c0e5997de70f0ae6ea3e9270bbfbf04e901f1c32059e5e32e144e22a6e0e1
Sensor_Alpha,1773039168,22.67,1bf42946485bae2454d2c42abfae9e4e13b3b185929899191c96e5e7395e5bd8
Sensor_Gamma,1773039171,21.68,44613fbb3482f82b42ad8324d3529a77796b8d4dbfd1e6ff11a28eede9e3334c
Sensor_Delta,1773039173,21.81,43aaeabd559f73a84e5bbb56395235e054ac70f0957e0b306c07abfcd698f477
Sensor_Delta,1773039177,21.92,5c0deaceaa14bb6ee98c14cd306c80eb3ff495080d96ced357781f934fc8abd2
Sensor_Delta,1773039180,21.28,95b733e9eb5bcc51a2f7798e177728f6239e4fe7329a1bcad07ce62cd6147062
Sensor_Beta,1773039181,21.91,bbc812f8a8c4f57425bfdcd866e2d69f6336bace2b0d0a04f6a756d299e8824b
Sensor_Gamma,1773039184,22.95,7c36610d05cef13319302686ad6c6eb75f8ef6e5926b9b73dfa3cd8326452650
Sensor_Alpha,1773039187,24.31,eedec6572c40fdea2633417e00cd60e96c21f3c65fdcb259c36cab4735e54123
Sensor_Delta,1773039191,24.16,6a4b6f76f15863d48a332eec958075065b4b33b7bfa85840642fe8405e92a4d8
Sensor_Alpha,1773039192,23.82,bb4392b120ce6d78954c222801dade4779292c8ab75e96aa7a15e6f721ad7aed
Sensor_Alpha,1773039195,22.47,f058548218500dcb955331e4d4866107b47f51bdd0f15624c5472f3da94e7e5c
Sensor_Beta,1773039198,22.41,8b5e71634503e7707e298eb13bf1b9a67463587b3c990b0f7811ad23c3205652
Sensor_Beta,1773039200,22.19,5e5788bc95dcdcca10e4db8d1b2efb38343385939cd3fab2579940cad317842c
Sensor_Delta,1773039203,23.36,f5972b92cf2b53369673ca598bbb211d2ae2e9738ac33be08749d2292dfaf42b
Sensor_Beta,1773039204,23.77,c7a56877d9e28e3f33698f102667505d4b868a9a2a04ee744ba40a9c201600fb
Sensor_Delta,1773039208,24.49,32396f26f500fdfc02ed0cf82301410cda6bd61baba64fb4fdf1ec84534ddb3b
Sensor_Beta,1773039211,25.11,dccdef3ad65b6dbcb42b21264a021e0e8dc37c261fcb98057ebd7ef3074de130
Sensor_Beta,1773039215,26.6,8fd17853657846a4b808d27140b4848b00b383150954d6e2f47161cef100f581
Sensor_Beta,1773039219,26.34,e1664ede6bdd184385d92f84b83d11153e61b5446e6f4536ea50ae9c26853950
Sensor_Gamma,1773039222,27.82,d4f7474e69bfd226712a901a8548adaee7d3933c65ec4f63779e153945dc90dd
Sensor_Alpha,1773039223,26.61,9ab231d8548e1a934de47bc70c34b4acb9234eff87c975b466109c8519fadf11
Sensor_Gamma,1773039227,26.17,c817ea5cbc973ea28d148392b41fd8c8e4b8038348246f8308f503c12a0e0564
Sensor_Beta,1773039230,25.83,deadbeef5e309050bdb8658db12b05c00cad2454b204f765bb9fb68be50d30e4
Sensor_Beta,1773039231,24.88,6da28e0c1ecedfe898e40241acf5d942ec14779559a1edfe111e9a5f949d9b68
Sensor_Alpha,1773039235,24.94,aac237746f0ccda4147953004f9d644199ed378f6490d5c09ae18e1b22170ef3
Sensor_Alpha,1773039236,25.73,a3b8aa79730abff5ba630ad476798704e8ad985264c96bb81da44ef8de68c9d1
Sensor_Delta,1773039239,25.01,14447514b7a5040824388e6d505f0cf2af05bed2fac65c3b31cb09adfe318559
Sensor_Beta,1773039243,24.03,2d52048a36845b6cae4023eea3c231fcb2a16eb34c819d615d07f4887f3be0dd
Sensor_Alpha,1773039244,22.6,a0426025530f3f85604e857a07aa7753d62c19d14f70e88474bbd2a24b535a7b
Sensor_Alpha,1773039245,21.25,a42b2a87812d4fb179266bc1ee129e6360f37075b5dbd41936054d67f21db6a5
Sensor_Alpha,1773039246,20.88,62612ee9d5307775b79a54871ac5a7fb5fb393b42792a140b87dcebe92880f9f
Sensor_Beta,1773039248,19.98,739471a331f2269bdd45d776e7dca4041db9a2cfc665ac530e8c3cef92848da5
Sensor_Beta,1773039252,21.13,41f0e4870c62c9587df5798ec93fcc7c172f2c516f4dee6d43d13946146dd5fb
Sensor_Beta,1773039254,22.37,205fd52e9fe578ef15f2c08294b96dd352ad35477d5b72d9b751e8f9c03d6673
Sensor_Alpha,1773039256,22.32,33e5beb31628ee2a3dde73b9e49839bca3a13c0bcd8e9abdfd0f8d8ef7ea5ce3
Sensor_Alpha,1773039257,22.36,bb099b5a6d0b6cdf749af7103db9f2147e0406407a0d131db32f857aa6c5f9e9
Sensor_Beta,1773039260,21.94,0ca6185f54366ae6b9569023a69773888e3473d7b9bd863c5d61857e0d80b2bc
Sensor_Delta,1773039262,20.65,24bacc870af5ac5a63e0f4c2da30c7b37467e70ec8b426b872f61fd68a788659
Sensor_Delta,1773039263,20.53,f870259545eab9175f44eea0ea0b1ca004803b3a8e2aa0f4f38284b2611c2943
Sensor_Delta,1773039264,19.94,6a2380765aea78ed3128d9df18dfd21e72cc83e690a5f85b6a35b6929495f369
Sensor_Delta,1773039267,19.54,bd95f3bbfbb473d230a0e284cd273b1eb6ad14cdab5e2e5318c75ec13b43d9e0
Sensor_Gamma,1773039268,19.5,43ad004b3e4c5689fe8f985413ea3b46daee8a22d5ac60655c13001f62387fbe
Sensor_Beta,1773039270,20.82,b67c18c0321da63238e91fb527dfb0c5d5e1d4e6fda0fdbeff0a2145e6f2bb2b
Sensor_Gamma,1773039271,21.15,a73accb08f7a077ea805ac06383d5d85d6e421991076918f28233883bd4a0f59
Sensor_Gamma,1773039274,19.98,739471a331f2269bdd45d776e7dca4041db9a2cfc665ac530e8c3cef92848da5
Sensor_Gamma,1773039278,20.26,e05c44c6051f846ee6df69f0e767c2ba8129e997163510a2f97a24b531c520f7
Sensor_Beta,1773039281,18.91,653e6b45abf1647970b3ebd9188bcd2934e56f92295687b9fcb18d4cbdcebef9
Sensor_Beta,1773039282,18.71,ee19f44fe05f0b2703494df079fe77788a58d1a59c460f051e83c51dd94a1958
Sensor_Alpha,1773039284,18.02,d7d5ff117bd88c9c983edad3f93dbe9bc85a924ce7cb332ff589e6893897a40e
Sensor_Gamma,1773039288,16.63,0423099e84e3322142c42388a6a6a6c4bf6bfeff846f4ef2a919b34d355fb07c
Sensor_Delta,1773039292,17.56,47af355b5cd468f98ad908ec3ba9a04527ca3e47c3457b78eb3450935c4bbeba
Sensor_Beta,1773039293,17.96,c3969360a38c99daa267c8a0673facd92ba9d537539d5ab4fc973ed1bdb4905e
Sensor_Beta,1773039294,17.07,eebb0285552d7e0a56897fb4740da84a149e9b938e923d17603e938605f50b60
Sensor_Alpha,1773039296,17.05,cc1199d8ba07452be29c1da27daf8f690fed1c6953f46b9dcf4aac85e1938967
Sensor_Gamma,1773039297,16.61,378360fc6c87218dd9426cd4ff2da7941c94998316ca90e0e705b0c3fd59aad3
Sensor_Delta,1773039299,17.93,41db7ec22066d7881287818d2d54e842e316da8037546db10e7c227466e69bed
Sensor_Delta,1773039301,18.7,018d4723a970302bf83807f2a6802faae2b9bc2805a3eba6db6bc30551a01bbb
Sensor_Beta,1773039305,17.99,7ab862842413f80db6795ce3a8b494776b0fa1231e84348126f19deef09637b1
Sensor_Alpha,1773039308,18.62,3d773182ad4b1f3a08b0c675496eabb5e04c4b5aff1cef5edfc51180c6503fe2
Sensor_Alpha,1773039310,17.45,595d66832929f717847c8abdf1a01edd632227f2c54983fadddf86600e31505c
Sensor_Beta,1773039311,17.49,ed1e6016408268240f924711106e15eeeef174470c63880f91bacc50572af6da
Sensor_Alpha,1773039315,17.7,f34e96b8045ceb750bb385258d6ddd16f530013cfc6ac8247afb11fc5f0a9064
Sensor_Delta,1773039318,17.89,123aaf2520a3626c3a9afd865dde35bbc6f2dd1dcd761d2ebed064bac25411fe
Sensor_Beta,1773039320,16.78,24f403d33fb4e27bda0d0635ae022ce3e12d3e2aab98981dc9697ddeda78de8d
Sensor_Alpha,1773039324,15.36,deadbeefdb00c898d24b3789e6a14e868aa2469b98ac03b9247f577383210c26
Sensor_Gamma,1773039327,16.86,77db06f3b97df12a8b54c005045202fa8da25872ccc23d2bef89f053afe08eb0
Sensor_Gamma,1773039328,17.2,16bcf75f00da1cdcbd4d44cffe196435117d257f8275b936eb45d25416e3edda
Sensor_Alpha,1773039330,17.07,eebb0285552d7e0a56897fb4740da84a149e9b938e923d17603e938605f50b60
Sensor_Gamma,1773039334,15.77,31039e3aa7ef6c46348aa872d32cd47ca89bb714bdcdf7a3ed8d16dbfa47f8fd
Sensor_Gamma,1773039337,15.55,49d428ceb4d25f044473da8d3aaac8541a70b5665fa225a8493d5889fe49a8c4
Sensor_Gamma,1773039341,14.06,e9a3182f320de746227d488a97179a861d535a8dfee1438d40294f67d2c67cc8
Sensor_Beta,1773039344,13.9,c2f36b61811394118f9638b1ac1d3afa18ae0a645ffa476a1a7c663b1876a440
Sensor_Delta,1773039347,13.85,5402f0f8dc02532cd334494eedd0a4a293cf68e69190481e0e2ed62b14c682d4
Sensor_Gamma,1773039348,14.59,662cff6002864b38646574d43510db2e8d415f84ee47a07d000c99c69722e776
Sensor_Alpha,1773039350,13.41,954d24d151d36ede1bfb39988f663e0948ecf8a2c9e6921ce65be7d4322c91d0
Sensor_Delta,1773039352,14.65,9b31135b862f0378eb09491e480a6fd8b702386b17adb0d400b0e7dbb920a7c6
Sensor_Alpha,1773039355,14.49,b6fc924be4a094db1d4de653e2817730a0fc24349c7a638ab844dfe6885b01fa
Sensor_Beta,1773039356,13.38,08e6e2c26438b3f3ebdcf06b1f0d2cce986671ff1f8415e7b79d25426ac2ea03
Sensor_Beta,1773039357,12.71,86c833cac2b89bed8d25f211d159e8a1d5ecd8c38582babe951c60e3c87e579f
Sensor_Delta,1773039360,12.43,829869ccf968287555350ab10917a944a246285f601b6be9d402366ba2d1b283
Sensor_Delta,1773039362,10.94,f71028f44e30ca546c3cc6db0f14d03f6e7a5b78a5bfe89ebf2f6ee3d6d606a8
Sensor_Delta,1773039366,10.09,d81ad921178c873f08e6785377f17a27dc0dde2cc17db7f311154528dcf3189a
Sensor_Alpha,1773039370,10.0,d4bbe37ebea3c9a121dc52cbe9494744f89cb06880ec852c54cbc7f5598db007
Sensor_Delta,1773039371,10.2,273018224a9d6634ec8e7b1379ca8e8ae0a7d4425f615c2fd67fa21d1cced163
Sensor_Gamma,1773039372,10.77,1f33dd982701345f60a6155545230416dfc7c45b3d92f938fb16854ae2ab5b53
Sensor_Delta,1773039374,11.4,90d9f9a57dae2d8087e29728d797d04415a4b2c3367d636ef84eae86210485c5
Sensor_Alpha,1773039375,11.13,a098a2e5162d94da4b6cda741954fd28ff569e96f0c1b7c083275053b599fe8c
Sensor_Beta,1773039376,10.0,d4bbe37ebea3c9a121dc52cbe9494744f89cb06880ec852c54cbc7f5598db007
Sensor_Beta,1773039378,10.05,4ccca42c9c6e35d0e76022adcf5aa565de590e64da4b6ad2708074f4dc4b4cd9
Sensor_Alpha,1773039380,10.0,d4bbe37ebea3c9a121dc52cbe9494744f89cb06880ec852c54cbc7f5598db007
Sensor_Delta,1773039382,10.0,d4bbe37ebea3c9a121dc52cbe9494744f89cb06880ec852c54cbc7f5598db007
Sensor_Beta,1773039385,10.0,d4bbe37ebea3c9a121dc52cbe9494744f89cb06880ec852c54cbc7f5598db007
Sensor_Alpha,1773039386,11.16,1496666484dcdd15501f50535fc89f0bf95bd1d29cb63fdef621a2100b24f1ee
Sensor_Gamma,1773039387,10.49,cde3c07cdea7f2805613e2c956579cf795a6f91976784a1c20dbb70cb4297366
Sensor_Alpha,1773039389,11.98,d71d82781026f896ab3e8ecaeec2e1cc4833527adaf9b03c6ab0aed7dd61b752
Sensor_Alpha,1773039391,11.16,1496666484dcdd15501f50535fc89f0bf95bd1d29cb63fdef621a2100b24f1ee
Sensor_Beta,1773039395,10.2,273018224a9d6634ec8e7b1379ca8e8ae0a7d4425f615c2fd67fa21d1cced163
Sensor_Delta,1773039397,11.1,6520f6e95671c02162d48d483ac584b4904a3bda85668f3c6c3c7e11dcd4da59
Sensor_Delta,1773039401,12.22,8a39ef51950e7815791ef8a884f9c4ba6b880bcf9d64d11055f921a6231afb61
Sensor_Delta,1773039402,11.43,de2262ae5716df94767b6fdec7592b6e41ed1e7c76cc1ff86d0783738970efab
Sensor_Alpha,1773039406,10.89,c1ee0730ec35e05ebb2009f28e3aae789c16af83ed0f4a1207c7db5e662111e1
Sensor_Delta,1773039409,10.0,d4bbe37ebea3c9a121dc52cbe9494744f89cb06880ec852c54cbc7f5598db007
Sensor_Alpha,1773039411,10.0,d4bbe37ebea3c9a121dc52cbe9494744f89cb06880ec852c54cbc7f5598db007
Sensor_Gamma,1773039414,11.03,372c5e8315840efae28f7b3a2b6e68ee6e38ad3b76c8c98fa1fee2289ead738e
Sensor_Gamma,1773039416,10.0,d4bbe37ebea3c9a121dc52cbe9494744f89cb06880ec852c54cbc7f5598db007
Sensor_Delta,1773039417,10.4,9b548fbb815c0608ba980ae1d07a4bc07385ba131cb85b79e6ddddfc23ceda8a
Sensor_Delta,1773039418,11.46,98136130cdd24372b5d168574848acf2514acc468f01f3b62e28cb3611daa2ec
Sensor_Gamma,1773039419,10.66,46586c7e42197769e9f47995beedefef8503a97931cc06a2893f1fe20598aa08
Sensor_Delta,1773039423,12.14,9cac3bd961c0eeaedbc456752f3f352f7b295d01100450aa58716fcecdfd3521
Sensor_Gamma,1773039427,12.03,02f4d04e771a156231bf27753cd4b016c0cacdb36293185ae4d971d0d7a743d9
Sensor_Gamma,1773039428,13.48,76c78877e0eab2f401cfc48856901cd6d4af06f4e809506f515880b053e9e064
Sensor_Beta,1773039430,12.11,09bac93a8e848229a62527a337ebdca20743a9c7fd1c7dfa78d8a662babab607
Sensor_Gamma,1773039434,13.31,69b5edb833e939cb2f7cf357a9b44703ce114ed65573cf8764cc41725b8eddb1
Sensor_Delta,1773039435,13.95,ad20c894b5ee8dcda0e573f8a40b165660373b84d95d640519115c4e130ef0f2
Sensor_Delta,1773039439,14.5,caf65914d7912583f512ee40d98d2d7e62993eb1d6676e56c23351ec6832d880
Sensor_Beta,1773039443,15.98,d232eef2869d40543f7eed8a953458dc3611be428f60bcb8d6cc71d1a065b24b
Sensor_Gamma,1773039444,16.07,deadbeef63f188b7ba22796b3a16a9139601a2007518be0c0f3b6d8701afe7c0
Sensor_Delta,1773039447,16.33,ce0edf086fad371dbb5a628e1935477436d2c0d8de96228f3150d8b7d5346571
Sensor_Alpha,1773039448,15.06,8f1bc2ea06d152d821c6cc2e8d6a1010f0455191ab3657352aa3731c39c768b2
Sensor_Delta,1773039449,15.42,0ab40f3cb77c5a9138402e15438abd3c31cffc9563ed93b5ffd1b25c89c1fb3f
Sensor_Delta,1773039452,14.9,be61b49779b76a2ff282b85a17cbf673145b9167ba3806958a3a4d39ffd1e6bb
Sensor_Alpha,1773039455,15.7,26e66eeecc015ff2065c1656343dc5a43d9ace07e80c5f35a0f6badee0f0e837
Sensor_Delta,1773039459,14.85,d0ffe21681394159168ec3dd3b50c4d4f5622ece144ea85165e68603ebeb7733
Sensor_Delta,1773039463,14.3,a0ce2b10a21b9d7150914fe660c2afc3bcd4019ed35916d114e354a87427fa43
